"2","1034","SOC","1010","001","Intro To Sociology","399","332","67",1010,1,"1004"
"4","1035","SOC","1010","002","Intro To Sociology","200","200","0",1010,2,"1004"
"6","3003","SOC","1010","003","Intro To Sociology","60","69","-9",1010,3,"1004"
"8","13266","SOC","1010","010","Intro To Sociology","60","57","3",1010,10,"1004"
"10","1036","SOC","1020","001","Social Problems","60","70","-10",1020,1,"1004"
"12","1037","SOC","1020","002","Social Problems","60","57","3",1020,2,"1004"
"14","6173","SOC","1020","003","Social Problems","60","66","-6",1020,3,"1004"
"16","1038","SOC","3020","001","Social Psychology","60","60","0",3020,1,"1004"
"18","1040","SOC","3020","002","Social Psychology","60","60","0",3020,2,"1004"
"20","12836","SOC","3020","003","Social Psychology","60","53","7",3020,3,"1004"
"22","****","SOC","3020","070","This class has been cancelled","0","0","0",3020,70,"1004"
"24","1041","SOC","3030","001","Social Structure","60","52","8",3030,1,"1004"
"26","1042","SOC","3030","002","Social Structure","60","28","32",3030,2,"1004"
"28","11833","SOC","3030","010","Social Structure","60","23","37",3030,10,"1004"
"30","1045","SOC","3111","001","Research Methods","60","49","11",3111,1,"1004"
"32","1046","SOC","3111","002","Research Methods","60","55","5",3111,2,"1004"
"34","1047","SOC","3112","001","Social Statistics","40","32","8",3112,1,"1004"
"36","11834","SOC","3112","002","Social Statistics","40","10","30",3112,2,"1004"
"38","1049","SOC","3112","003","Social Statistics","40","22","18",3112,3,"1004"
"40","6174","SOC","3112","010","Social Statistics","40","35","5",3112,10,"1004"
"42","7319","SOC","3112","070","Social Statistics","40","45","-5",3112,70,"1004"
"44","1051","SOC","3140","001","Social Theory","60","63","-3",3140,1,"1004"
"46","1055","SOC","3140","002","Social Theory","60","20","40",3140,2,"1004"
"48","13264","SOC","3140","020","Social Theory","40","16","24",3140,20,"1004"
"50","3012","SOC","3334","001","American Class System","40","29","11",3334,1,"1004"
"52","2000","SOC","3337","001","Sociology Of Gender","40","64","-24",3337,1,"1004"
"54","11853","SOC","3337","020","Sociology Of Gender","30","28","2",3337,20,"1004"
"56","11855","SOC","3341","001","Social Inequality","60","42","18",3341,1,"1004"
"58","6175","SOC","3380","001","Race/Ethncty/Cls/Gender","99","95","4",3380,1,"1004"
