"2","1399","PSYCH","1010","001","General Psychology","399","193","206",1010,1,"1004"
"4","1402","PSYCH","1010","002","General Psychology","399","138","261",1010,2,"1004"
"6","2126","PSYCH","1010","003","General Psychology","200","57","143",1010,3,"1004"
"8","11711","PSYCH","1010","020","General Psychology","60","16","44",1010,20,"1004"
"10","9917","PSYCH","1010","090","General Psychology","35","30","5",1010,90,"1004"
"12","8686","PSYCH","1220","001","Psych Infancy-Childhood","100","89","11",1220,1,"1004"
"14","3204","PSYCH","1220","095","Psych Infancy-Childhood","25","15","10",1220,95,"1004"
"16","3205","PSYCH","1220","096","Psych Infancy-Childhood","25","17","8",1220,96,"1004"
"18","3206","PSYCH","1220","097","Psych Infancy-Childhood","100","34","66",1220,97,"1004"
"20","3207","PSYCH","1220","098","Psych Infancy-Childhood","25","17","8",1220,98,"1004"
"22","3208","PSYCH","1220","099","Psych Infancy-Childhood","15","2","13",1220,99,"1004"
"24","****","PSYCH","1230","090","This class has been cancelled","0","0","0",1230,90,"1004"
"26","1711","PSYCH","3000","001","Statistical Methods Psy","99","99","0",3000,1,"1004"
"28","1712","PSYCH","3000","002","Statistical Methods Psy","19","16","3",3000,2,"1004"
"30","1713","PSYCH","3000","003","Statistical Methods Psy","20","21","-1",3000,3,"1004"
"32","1714","PSYCH","3000","004","Statistical Methods Psy","20","21","-1",3000,4,"1004"
"34","****","PSYCH","3000","005","This class has been cancelled","0","0","0",3000,5,"1004"
"36","1716","PSYCH","3000","006","Statistical Methods Psy","20","18","2",3000,6,"1004"
"38","9172","PSYCH","3000","007","Statistical Methods Psy","20","23","-3",3000,7,"1004"
"40","8477","PSYCH","3000","020","Statistical Methods Psy","40","29","11",3000,20,"1004"
"42","1415","PSYCH","3010","001","Research Methods Psych","99","104","-5",3010,1,"1004"
"44","1419","PSYCH","3010","002","Research Methods Psych","17","15","2",3010,2,"1004"
"46","1717","PSYCH","3010","003","Research Methods Psych","17","19","-2",3010,3,"1004"
"48","1718","PSYCH","3010","004","Research Methods Psych","17","16","1",3010,4,"1004"
"50","1719","PSYCH","3010","005","Research Methods Psych","16","21","-5",3010,5,"1004"
"52","1720","PSYCH","3010","006","Research Methods Psych","16","16","0",3010,6,"1004"
"54","10323","PSYCH","3010","007","Research Methods Psych","16","17","-1",3010,7,"1004"
"56","1721","PSYCH","3010","008","Research Methods Psych","60","40","20",3010,8,"1004"
"58","****","PSYCH","3010","060","This class has been cancelled","0","0","0",3010,60,"1004"
"60","11707","PSYCH","3040","001","Psych Of Gender","40","40","0",3040,1,"1004"
"62","****","PSYCH","3120","001","This class has been cancelled","0","0","0",3120,1,"1004"
"64","11713","PSYCH","3120","002","Cognitive Psychology","109","118","-9",3120,2,"1004"
"66","****","PSYCH","3130","001","This class has been cancelled","0","0","0",3130,1,"1004"
"68","1425","PSYCH","3220","001","Chldhd/Adlscnt Develop","110","64","46",3220,1,"1004"
"70","****","PSYCH","3220","002","This class has been cancelled","0","0","0",3220,2,"1004"
"72","2752","PSYCH","3220","020","Chldhd/Adlscnt Develop","60","6","54",3220,20,"1004"
"74","11708","PSYCH","3230","001","Adult Devel And Aging","99","32","67",3230,1,"1004"
"76","11709","PSYCH","3250","020","Abnormal Child Psych","60","17","43",3250,20,"1004"
"78","1430","PSYCH","3320","001","Surv Of Clinical Psych","60","40","20",3320,1,"1004"
"80","12733","PSYCH","3320","002","Surv Of Clinical Psych","60","41","19",3320,2,"1004"
"82","1431","PSYCH","3400","001","Abnormal Behavior","200","166","34",3400,1,"1004"
"84","12734","PSYCH","3400","002","Abnormal Behavior","60","52","8",3400,2,"1004"
"86","****","PSYCH","3400","003","This class has been cancelled","0","0","0",3400,3,"1004"
"88","13072","PSYCH","3400","090","Abnormal Behavior","30","31","-1",3400,90,"1004"
"90","7361","PSYCH","3400","095","Abnormal Behavior","25","5","20",3400,95,"1004"
"92","7362","PSYCH","3400","096","Abnormal Behavior","25","7","18",3400,96,"1004"
"94","7363","PSYCH","3400","097","Abnormal Behavior","100","26","74",3400,97,"1004"
"96","7364","PSYCH","3400","098","Abnormal Behavior","25","17","8",3400,98,"1004"
"98","7365","PSYCH","3400","099","Abnormal Behavior","15","4","11",3400,99,"1004"
"100","1435","PSYCH","3410","001","Intro Social Psychology","99","22","77",3410,1,"1004"
"102","2754","PSYCH","3410","002","Intro Social Psychology","60","28","32",3410,2,"1004"
"104","13557","PSYCH","3420","001","Environment and Behavior","23","10","13",3420,1,"1004"
"106","11715","PSYCH","3440","001","Personality Theory","100","86","14",3440,1,"1004"
"108","11710","PSYCH","3460","060","Intr Health Psychology","60","29","31",3460,60,"1004"
"110","9626","PSYCH","3650","001","Community Psych/Environ","20","15","5",3650,1,"1004"
"112","9187","PSYCH","3711","001","Brain And Behavior","99","53","46",3711,1,"1004"
"114","11712","PSYCH","3711","020","Brain And Behavior","60","16","44",3711,20,"1004"
"116","2138","PSYCH","3900","001","Modes: Research","200","82","118",3900,1,"1004"
"118","13719","PSYCH","3900","002","Modes: Research","99","3","96",3900,2,"1004"
"120","9797","PSYCH","3901","001","Modes: Technology","99","82","17",3901,1,"1004"
"122","9981","PSYCH","3903","001","Modes: Collab Learning","100","54","46",3903,1,"1004"
"124","13333","PSYCH","3903","002","Modes: Collab Learning","399","10","389",3903,2,"1004"
"126","13334","PSYCH","3903","003","Modes: Collab Learning","399","3","396",3903,3,"1004"
"128","13335","PSYCH","3903","004","Modes: Collab Learning","200","0","200",3903,4,"1004"
"130","13892","PSYCH","3903","005","Modes: Collab Learning","30","8","22",3903,5,"1004"
"132","8689","PSYCH","3904","001","Modes: Service Learning","399","30","369",3904,1,"1004"
"134","8690","PSYCH","3904","002","Modes: Service Learning","399","17","382",3904,2,"1004"
"136","8691","PSYCH","3904","003","Modes: Service Learning","200","9","191",3904,3,"1004"
"138","13340","PSYCH","3904","004","Modes: Service Learning","60","12","48",3904,4,"1004"
"140","8706","PSYCH","3905","001","Modes: Writing/Comm","110","25","85",3905,1,"1004"
"142","13884","PSYCH","3905","002","Modes: Writing/Comm","60","33","27",3905,2,"1004"
"144","13891","PSYCH","3905","003","Modes: Writing/Comm","30","8","22",3905,3,"1004"
"146","11725","PSYCH","4080","001","Hist-Theories Psy","40","8","32",4080,1,"1004"
"148","****","PSYCH","4130","001","This class has been cancelled","0","0","0",4130,1,"1004"
"150","13140","PSYCH","4450","001","Intergroup Relations","20","13","7",4450,1,"1004"
"152","2141","PSYCH","4800","001","Res Experience/General","5","0","5",4800,1,"1004"
"154","2143","PSYCH","4802","001","Res Experience/Cognitiv","5","2","3",4802,1,"1004"
"156","2146","PSYCH","4803","001","Res Experience/Neurosci","5","5","0",4803,1,"1004"
"158","2149","PSYCH","4804","001","Res Experience/Clinical","40","15","25",4804,1,"1004"
"160","8687","PSYCH","4804","011","Res Experience/Clinical","5","0","5",4804,11,"1004"
"162","2159","PSYCH","4805","001","Res Experience/Devlmntl","5","5","0",4805,1,"1004"
"164","11721","PSYCH","4805","006","Res Experience/Devlmntl","5","1","4",4805,6,"1004"
"166","11722","PSYCH","4805","007","Res Experience/Devlmntl","5","3","2",4805,7,"1004"
"168","2164","PSYCH","4806","001","Res Experience/Social","5","0","5",4806,1,"1004"
"170","1442","PSYCH","4810","079","Field Experience","50","27","23",4810,79,"1004"
"172","1444","PSYCH","4900","001","Presenior Thesis","40","11","29",4900,1,"1004"
"174","8688","PSYCH","4901","001","Senior Thesis","15","9","6",4901,1,"1004"
"176","8702","PSYCH","4910","001","Tchg Experience","5","4","1",4910,1,"1004"
"178","8693","PSYCH","4950","001","Indep Study","20","3","17",4950,1,"1004"
"180","8692","PSYCH","4951","001","Special Projects","10","0","10",4951,1,"1004"
"182","13517","PSYCH","4951","004","Special Projects","5","6","-1",4951,4,"1004"
"184","13523","PSYCH","4999","001","Honors Thesis/Project","15","1","14",4999,1,"1004"
"186","6828","PSYCH","5340","001","Psychopathology II","20","1","19",5340,1,"1004"
"188","11718","PSYCH","5392","001","Therapy  Survey","10","2","8",5392,1,"1004"
"190","10503","PSYCH","5510","001","Quantitative Methds II","20","0","20",5510,1,"1004"
"192","8703","PSYCH","5950","001","Indep Study","5","0","5",5950,1,"1004"
"194","8696","PSYCH","5951","001","Special Projects","15","4","11",5951,1,"1004"
"196","10530","PSYCH","5951","002","Special Projects","10","0","10",5951,2,"1004"
"2","1851","PSYCH","1010","001","General Psychology","399","250","149",1010,1,"1008"
"4","1857","PSYCH","1010","002","General Psychology","399","196","203",1010,2,"1008"
"6","9158","PSYCH","1010","090","General Psychology","30","25","5",1010,90,"1008"
"8","4470","PSYCH","1010","095","General Psychology","25","6","19",1010,95,"1008"
"10","4471","PSYCH","1010","096","General Psychology","25","4","21",1010,96,"1008"
"12","4472","PSYCH","1010","097","General Psychology","100","36","64",1010,97,"1008"
"14","4473","PSYCH","1010","098","General Psychology","25","12","13",1010,98,"1008"
"16","4474","PSYCH","1010","099","General Psychology","15","1","14",1010,99,"1008"
"18","4475","PSYCH","1220","095","Psych Infancy-Childhood","25","7","18",1220,95,"1008"
"20","4476","PSYCH","1220","096","Psych Infancy-Childhood","25","13","12",1220,96,"1008"
"22","4477","PSYCH","1220","097","Psych Infancy-Childhood","110","46","64",1220,97,"1008"
"24","4478","PSYCH","1220","098","Psych Infancy-Childhood","25","18","7",1220,98,"1008"
"26","4479","PSYCH","1220","099","Psych Infancy-Childhood","15","3","12",1220,99,"1008"
"28","1878","PSYCH","3000","001","Statistical Methods Psy","60","51","9",3000,1,"1008"
"30","1879","PSYCH","3000","002","Statistical Methods Psy","20","20","0",3000,2,"1008"
"32","2385","PSYCH","3000","003","Statistical Methods Psy","20","17","3",3000,3,"1008"
"34","2386","PSYCH","3000","004","Statistical Methods Psy","20","16","4",3000,4,"1008"
"36","2390","PSYCH","3000","005","Statistical Methods Psy","99","99","0",3000,5,"1008"
"38","2391","PSYCH","3000","006","Statistical Methods Psy","18","21","-3",3000,6,"1008"
"40","2392","PSYCH","3000","007","Statistical Methods Psy","17","16","1",3000,7,"1008"
"42","2393","PSYCH","3000","008","Statistical Methods Psy","16","16","0",3000,8,"1008"
"44","2394","PSYCH","3000","009","Statistical Methods Psy","16","16","0",3000,9,"1008"
