"1","ANTHR","1101","001","Lecture","30","Culture  Human Exper","TH","1045 AM1205 PM","JTB 310","BF","MILICIC B","1004"
"2","ANTHR","1101","002","Discussion","","Culture  Human Exper","W","1045 AM1205 PM","ST 205","BF","MILICIC B","1004"
"3","ANTHR","1101","003","Discussion","","Culture  Human Exper","F","1045 AM1205 PM","ST 205","BF","MILICIC B","1004"
"4","ANTHR","1101","004","Discussion","","Culture  Human Exper","F","1045 AM1205 PM","ST 208","BF","MILICIC B","1004"
"5","ANTHR","1101","005","Lecture","30","Culture  Human Exper","T","0600 PM0900 PM","AEB 320","BF DCE","BRAUN S B","1004"
"6","ANTHR","1101","090","Lecture","30","Culture  Human Exper","TBA","TBA","TBA","BF DCE ONLN","FROST C J","1004"
"7","ANTHR","1201","001","Lecture","30","Human Origin Evol/Diver","MWF","1150 AM1240 PM","ST 104","SF","O'ROURKE D H","1004"
"8","ANTHR","1201","002","Lecture","30","Human Origin Evol/Diver","TH","0630 PM0800 PM","ST 205","DCE SF","CARLYLE S W","1004"
"9","ANTHR","1201","020","Lecture","30","Human Origin Evol/Diver","W","0600 PM0900 PM","BOUNTIFUL ","DCE SF","HAYES M G","1004"
"10","ANTHR","1201","070","Lecture","30","Human Origin Evol/Diver","S","0900 AM1200 PM","SANDY ","DCE SF","SCHAEFER M K","1004"
"11","ANTHR","1201","090","Lecture","30","Human Origin Evol/Diver","TBA","TBA","TBA","DCE ONLN SF","TOLLESTRUP M A","1004"
"12","ANTHR","1301","001","Lecture","30","Human Past","MWF","0940 AM1030 AM","PAB 103","BF","O'CONNELL J F","1004"
"13","ANTHR","1301","002","Lecture","30","Human Past","MW","0630 PM0800 PM","ST 215","BF DCE","BRENNERCOLTRAIN J","1004"
"14","ANTHR","1401","001","Lecture","30","Evolution Human Nature","MW","1150 AM0120 PM","BEH S 107","SF","ROGERS A R","1004"
"15","ANTHR","1401","070","Lecture","30","Evolution Human Nature","MW","0830 AM1000 AM","SANDY ","DCE SF","ALVAREZ H P","1004"
"16","ANTHR","2101","001","Lecture","30","Human Heritage","M","0530 PM0830 PM","ST 104","BI DCE","OLSEN R","1004"
"17","ANTHR","2311","001","Lecture","30","Archaeology","TH","0730 AM0850 AM","ST 104","SI","BROUGHTON J","1004"
"18","ANTHR","2411","001","Lecture","30","Human Evolution","MWF","1255 PM0145 PM","LS 101","SI","HARPENDING H C","1004"
"19","ANTHR","2411","020","Lecture","30","Human Evolution","MW","1015 AM1145 AM","BOUNTIFUL ","DCE SI","SCHAEFER M K","1004"
"20","ANTHR","3151","001","Lecture","30","Peoples Of The Pacific","TH","1045 AM1205 PM","ST 205","","HAGE P","1004"
"21","ANTHR","3152","001","Lecture","30","Australia/N Guinea Ethn","MWF","1255 PM0145 PM","ST 205","","O'CONNELL J F","1004"
"22","ANTHR","3211","001","Lecture","30","Biology Native American","MWF","0835 AM0925 AM","AEB 350","","O'ROURKE D H","1004"
"23","ANTHR","3313","001","Lecture","30","Utah Prehistory","MW","0910 AM1030 AM","ST 208","","METCALFE D","1004"
