"2","12383","POL S","1020","001","Political Ideologies","110","102","8",1020,1,"1004"
"4","12594","POL S","1020","070","Political Ideologies","45","13","32",1020,70,"1004"
"6","1288","POL S","1100","001","US National Govt","110","60","50",1100,1,"1004"
"8","1291","POL S","1100","002","US National Govt","110","98","12",1100,2,"1004"
"10","1292","POL S","1100","003","US National Govt","110","111","-1",1100,3,"1004"
"12","1312","POL S","1100","004","US National Govt","110","116","-6",1100,4,"1004"
"14","7601","POL S","1100","005","US National Govt","110","64","46",1100,5,"1004"
"16","9939","POL S","1100","006","US National Govt","60","35","25",1100,6,"1004"
"18","12593","POL S","1100","020","US National Govt","40","19","21",1100,20,"1004"
"20","12595","POL S","1100","070","US National Govt","45","6","39",1100,70,"1004"
"22","2468","POL S","2100","001","Intro Intntl Relation","150","98","52",2100,1,"1004"
"24","10655","POL S","2100","002","Intro Intntl Relation","40","36","4",2100,2,"1004"
"26","2469","POL S","2200","001","Intr Comparatv Politics","100","48","52",2200,1,"1004"
"28","12417","POL S","2200","002","Intr Comparatv Politics","40","14","26",2200,2,"1004"
"30","12589","POL S","2200","020","Intr Comparatv Politics","40","8","32",2200,20,"1004"
"32","7604","POL S","3001","001","Political Analysis","60","52","8",3001,1,"1004"
"34","12768","POL S","3001","002","Political Analysis","30","28","2",3001,2,"1004"
"36","7610","POL S","3010","001","Democratic Theory","55","55","0",3010,1,"1004"
"38","7614","POL S","3030","001","State/Local Gov","70","45","25",3030,1,"1004"
"40","13516","POL S","3340","001","Diversity/Workplace","40","37","3",3340,1,"1004"
"42","12377","POL S","3380","001","Politics & Budgets","40","40","0",3380,1,"1004"
"44","7618","POL S","3410","001","European Politics","60","54","6",3410,1,"1004"
"46","12378","POL S","3430","001","Politics Revoltn/Lat Am","40","21","19",3430,1,"1004"
"48","12376","POL S","3460","001","Govt/Politics Japan","40","23","17",3460,1,"1004"
"50","7620","POL S","3470","001","Russ/Post-Soviet Pol","40","44","-4",3470,1,"1004"
"52","7625","POL S","3620","001","United Nations","45","46","-1",3620,1,"1004"
"54","7356","POL S","4790","095","U. S. Constitution","25","13","12",4790,95,"1004"
"56","7357","POL S","4790","096","U. S. Constitution","25","10","15",4790,96,"1004"
"58","7358","POL S","4790","097","U. S. Constitution","100","45","55",4790,97,"1004"
"60","7359","POL S","4790","098","U. S. Constitution","25","16","9",4790,98,"1004"
"62","7360","POL S","4790","099","U. S. Constitution","15","2","13",4790,99,"1004"
"64","13519","POL S","4844","001","Utah's Hlth Editorial Bd","15","0","15",4844,1,"1004"
"66","2470","POL S","4950","001","Undergrad Research","15","0","15",4950,1,"1004"
"68","7626","POL S","4960","001","Poltic/Culturl Diversty","40","24","16",4960,1,"1004"
"70","****","POL S","4960","002","This class has been cancelled","0","0","0",4960,2,"1004"
"72","****","POL S","4960","003","This class has been cancelled","0","0","0",4960,3,"1004"
"74","13428","POL S","4960","004","The Kotwara Project","15","0","15",4960,4,"1004"
"76","14058","POL S","4960","005","Model Arab League","10","4","6",4960,5,"1004"
"78","2471","POL S","4999","001","Honors Thesis/Project","15","0","15",4999,1,"1004"
"80","7627","POL S","5001","001","Quant Analysis-Pol S","6","3","3",5001,1,"1004"
"82","7629","POL S","5010","001","Pol Tht From Mach","50","28","22",5010,1,"1004"
"84","12766","POL S","5100","001","Adv Amer Natl Govt","35","36","-1",5100,1,"1004"
"86","12379","POL S","5140","001","Feminist Pol Theory","50","24","26",5140,1,"1004"
"88","12403","POL S","5300","001","Administrative Theory","10","3","7",5300,1,"1004"
"90","12405","POL S","5322","001","Environmental Policy","30","23","7",5322,1,"1004"
"92","12407","POL S","5380","001","Pub Budget & Fin","10","4","6",5380,1,"1004"
"94","12418","POL S","5440","001","Nation/Ethnc Conflict","30","12","18",5440,1,"1004"
"96","7645","POL S","5470","001","Intntl Relations Mid E","27","28","-1",5470,1,"1004"
"98","12386","POL S","5480","001","Interntl Rel East Asia","30","15","15",5480,1,"1004"
"100","12409","POL S","5520","001","Law Enforcement Admin","20","15","5",5520,1,"1004"
"102","12411","POL S","5560","001","Devel Revenue/Nonprofit","10","0","10",5560,1,"1004"
"104","7649","POL S","5800","001","Theory Intntl Relatns","45","19","26",5800,1,"1004"
"106","1300","POL S","5810","001","Chinese Politics","30","21","9",5810,1,"1004"
"108","1318","POL S","5810","002","International Security","30","30","0",5810,2,"1004"
"110","7657","POL S","5810","003","Comparatve Legal System","30","26","4",5810,3,"1004"
"112","12400","POL S","5810","004","Pol Theory/Cultural Dv","30","15","15",5810,4,"1004"
"114","2219","POL S","5900","001","Political Internship","83","81","2",5900,1,"1004"
"116","2220","POL S","5901","001","Pol Internship-SL","75","1","74",5901,1,"1004"
"118","2602","POL S","5910","001","Public Admin Intern","2","1","1",5910,1,"1004"
"120","12591","POL S","5965","001","Urban Political Issues","6","8","-2",5965,1,"1004"
"122","12785","POL S","5965","002","Sustainable Systems","2","1","1",5965,2,"1004"
"124","7669","POL S","5967","001","New Democracies","30","10","20",5967,1,"1004"
"126","12420","POL S","5967","002","Postcommunist Democracy","30","5","25",5967,2,"1004"
"2","1560","POL S","1020","001","Political Ideologies","99","95","4",1020,1,"1008"
"4","10967","POL S","1020","070","Political Ideologies","40","9","31",1020,70,"1008"
"6","1535","POL S","1100","001","US National Govt","110","112","-2",1100,1,"1008"
"8","1538","POL S","1100","002","US National Govt","110","108","2",1100,2,"1008"
"10","1540","POL S","1100","003","US National Govt","250","171","79",1100,3,"1008"
"12","1586","POL S","1100","004","US National Govt","110","97","13",1100,4,"1008"
"14","12347","POL S","1100","005","US National Govt","40","37","3",1100,5,"1008"
"16","10968","POL S","1100","020","US National Govt","40","14","26",1100,20,"1008"
"18","10969","POL S","1100","070","US National Govt","40","13","27",1100,70,"1008"
"20","10817","POL S","1100","090","US National Govt","20","21","-1",1100,90,"1008"
"22","4465","POL S","1100","095","US National Govt","25","6","19",1100,95,"1008"
"24","4466","POL S","1100","096","US National Govt","25","7","18",1100,96,"1008"
"26","4467","POL S","1100","097","US National Govt","110","7","103",1100,97,"1008"
"28","4468","POL S","1100","098","US National Govt","25","7","18",1100,98,"1008"
"30","4469","POL S","1100","099","US National Govt","15","5","10",1100,99,"1008"
"32","3377","POL S","2100","001","Intro Intntl Relation","110","98","12",2100,1,"1008"
"34","12150","POL S","2100","020","Intro Intntl Relation","40","14","26",2100,20,"1008"
"36","3378","POL S","2200","001","Intr Comparatv Politics","75","65","10",2200,1,"1008"
"38","9620","POL S","2200","002","Intr Comparatv Politics","40","32","8",2200,2,"1008"
"40","10289","POL S","3001","001","Political Analysis","60","61","-1",3001,1,"1008"
"42","9601","POL S","3110","001","Legislative Process","40","42","-2",3110,1,"1008"
"44","12320","POL S","3120","001","Political Parties","60","38","22",3120,1,"1008"
"46","12305","POL S","3160","001","Practical Politics","50","35","15",3160,1,"1008"
"48","12330","POL S","3180","001","Voting/Elections/Pub Op","70","33","37",3180,1,"1008"
"50","12307","POL S","3190","001","Racial/Ethnic Politics","70","71","-1",3190,1,"1008"
"52","1589","POL S","3200","001","Intro Law And Politics","125","121","4",3200,1,"1008"
"54","12322","POL S","3201","001","Intro Law Serv Learning","40","27","13",3201,1,"1008"
"56","1547","POL S","3390","001","Intro Environ Politics","42","34","8",3390,1,"1008"
"58","1551","POL S","3450","001","Politics In China","40","21","19",3450,1,"1008"
"60","12299","POL S","3470","001","Russ/Post-Soviet Pol","60","22","38",3470,1,"1008"
"62","9606","POL S","3490","001","Comp Religion/Politics","40","35","5",3490,1,"1008"
"64","12326","POL S","3620","001","United Nations","68","56","12",3620,1,"1008"
"66","1606","POL S","3900","001","Legislative Intern Prep","40","29","11",3900,1,"1008"
"68","12332","POL S","3960","001","Election Research","30","12","18",3960,1,"1008"
"70","12345","POL S","4844","001","Utah's Hlth Editorial Bd","25","0","25",4844,1,"1008"
"72","3381","POL S","4950","001","Undergrad Research","15","0","15",4950,1,"1008"
"74","12821","POL S","4960","001","Moral Conflict in Politics","40","36","4",4960,1,"1008"
"76","****","POL S","4960","002","This class has been cancelled","0","0","0",4960,2,"1008"
"78","3382","POL S","4999","001","Honors Thesis/Project","15","2","13",4999,1,"1008"
"80","1562","POL S","5000","001","Found Pol Thought","60","14","46",5000,1,"1008"
"82","12313","POL S","5025","001","Amer Pol Tht 1620-Pres","55","20","35",5025,1,"1008"
"84","9594","POL S","5035","001","Contemp Pol Thought","55","30","25",5035,1,"1008"
"86","12350","POL S","5090","001","Political Thought Islam","16","13","3",5090,1,"1008"
"88","12300","POL S","5170","001","Politics & Amer Economy","45","10","35",5170,1,"1008"
"90","9613","POL S","5210","001","Constitutional Law","70","24","46",5210,1,"1008"
"92","12336","POL S","5300","001","Administrative Theory","15","11","4",5300,1,"1008"
"94","****","POL S","5320","001","This class has been cancelled","0","0","0",5320,1,"1008"
"96","1543","POL S","5321","001","Health Policy","54","32","22",5321,1,"1008"
"98","13253","POL S","5323","001","Systm Dynamx&Env Policy","10","1","9",5323,1,"1008"
"100","12340","POL S","5380","001","Pub Budget & Fin","10","7","3",5380,1,"1008"
"102","12302","POL S","5470","001","Intntl Relations Mid E","35","18","17",5470,1,"1008"
"104","****","POL S","5490","001","This class has been cancelled","0","0","0",5490,1,"1008"
"106","1582","POL S","5660","001","American Foreign Policy","70","46","24",5660,1,"1008"
"108","1584","POL S","5800","001","Theory Intntl Relatns","50","42","8",5800,1,"1008"
"110","1602","POL S","5810","001","European Integration","30","17","13",5810,1,"1008"
"112","****","POL S","5810","002","This class has been cancelled","0","0","0",5810,2,"1008"
"114","8983","POL S","5810","003","Environmental Policy","30","20","10",5810,3,"1008"
"116","13273","POL S","5810","004","Pol Pov Lat Amer","30","18","12",5810,4,"1008"
"118","3088","POL S","5900","079","Political Internship","83","52","31",5900,79,"1008"
"120","3089","POL S","5901","079","Pol Internship-SL","75","3","72",5901,79,"1008"
"122","3597","POL S","5910","079","Public Admin Intern","2","0","2",5910,79,"1008"
"124","****","POL S","5967","001","This class has been cancelled","0","0","0",5967,1,"1008"
"126","13744","POL S","5967","002","Power & Resistance","30","0","30",5967,2,"1008"
"2","10171","POL S","1020","001","Political Ideologies","110","97","13",1020,1,"1014"
"4","10318","POL S","1020","020","Political Ideologies","45","11","34",1020,20,"1014"
"6","1270","POL S","1100","001","US National Govt","110","102","8",1100,1,"1014"
"8","1273","POL S","1100","002","US National Govt","110","109","1",1100,2,"1014"
"10","1274","POL S","1100","003","US National Govt","110","117","-7",1100,3,"1014"
"12","1294","POL S","1100","004","US National Govt","110","107","3",1100,4,"1014"
"14","6572","POL S","1100","005","US National Govt","60","67","-7",1100,5,"1014"
"16","10317","POL S","1100","020","US National Govt","40","10","30",1100,20,"1014"
"18","10319","POL S","1100","070","US National Govt","45","20","25",1100,70,"1014"
"20","11953","POL S","1100","090","US National Govt","25","23","2",1100,90,"1014"
"22","2349","POL S","2100","001","Intro Intntl Relation","150","106","44",2100,1,"1014"
"24","11933","POL S","2100","070","Intro Intntl Relation","40","9","31",2100,70,"1014"
"26","12044","POL S","2200","001","Intr Comparatv Politics","100","28","72",2200,1,"1014"
"28","12260","POL S","3000","001","Liberalism & Critics","60","40","20",3000,1,"1014"
"30","6574","POL S","3001","001","Political Analysis","70","65","5",3001,1,"1014"
"32","6582","POL S","3030","001","State/Local Gov","70","59","11",3030,1,"1014"
"34","12240","POL S","3140","001","Gender And Politics","75","68","7",3140,1,"1014"
"36","13751","POL S","3250","001","Gendr/Ethics/Pub Policy","30","26","4",3250,1,"1014"
"38","12221","POL S","3300","001","Intro To Public Admin","70","69","1",3300,1,"1014"
"40","12222","POL S","3301","001","Pub Admin Serv Learning","30","8","22",3301,1,"1014"
"42","11061","POL S","3340","001","Diversity/Workplace","50","36","14",3340,1,"1014"
"44","6585","POL S","3410","001","European Politics","60","43","17",3410,1,"1014"
"46","12108","POL S","3440","001","Comparative Pol-Mid E","40","27","13",3440,1,"1014"
"48","12974","POL S","3480","001","East European Politics","40","26","14",3480,1,"1014"
"50","12053","POL S","3500","001","Democracy in Latin Amer","40","31","9",3500,1,"1014"
"52","12220","POL S","3740","001","US Foreign Econ Policy","60","50","10",3740,1,"1014"
"54","11934","POL S","3960","001","Globalization","100","16","84",3960,1,"1014"
"56","13261","POL S","3960","002","Beauty of Freedom","110","64","46",3960,2,"1014"
"58","14327","POL S","3960","003","Politics of India","20","8","12",3960,3,"1014"
"60","6389","POL S","4790","095","U. S. Constitution","25","7","18",4790,95,"1014"
"62","6390","POL S","4790","096","U. S. Constitution","25","7","18",4790,96,"1014"
"64","6391","POL S","4790","097","U. S. Constitution","100","44","56",4790,97,"1014"
"66","6392","POL S","4790","098","U. S. Constitution","25","11","14",4790,98,"1014"
"68","6393","POL S","4790","099","U. S. Constitution","15","1","14",4790,99,"1014"
"70","11064","POL S","4844","001","Utah's Hlth Editorial Bd","15","6","9",4844,1,"1014"
"72","2351","POL S","4950","001","Undergrad Research","15","0","15",4950,1,"1014"
"74","2352","POL S","4999","001","Honors Thesis/Project","15","3","12",4999,1,"1014"
"76","6589","POL S","5001","001","Quant Analysis-Pol S","10","9","1",5001,1,"1014"
"78","6591","POL S","5010","001","Pol Tht From Mach","50","32","18",5010,1,"1014"
"80","13316","POL S","5080","001","Islamic Law","20","21","-1",5080,1,"1014"
"82","10446","POL S","5100","001","Adv Amer Natl Govt","35","32","3",5100,1,"1014"
"84","10186","POL S","5322","001","Environmental Policy","20","20","0",5322,1,"1014"
"86","11931","POL S","5324","001","Systems Sustainability","2","1","1",5324,1,"1014"
"88","12261","POL S","5390","001","Admin Local Govt","20","13","7",5390,1,"1014"
"90","12289","POL S","5420","001","European Union","40","31","9",5420,1,"1014"
"92","12263","POL S","5550","001","Nonprofit Sector & Orgs","20","10","10",5550,1,"1014"
"94","12058","POL S","5680","001","Chinese Foreign Policy","35","15","20",5680,1,"1014"
"96","12252","POL S","5690","001","Found Intntl Security","50","43","7",5690,1,"1014"
"98","12231","POL S","5710","001","Found Pol Intntl Ec Rel","50","17","33",5710,1,"1014"
"100","1282","POL S","5810","001","Who Rules America?","30","28","2",5810,1,"1014"
"102","1300","POL S","5810","002","Politics of Authenticty","30","25","5",5810,2,"1014"
"104","6601","POL S","5810","003","Comparative Politics","30","26","4",5810,3,"1014"
"106","2115","POL S","5900","079","Political Internship","83","59","24",5900,79,"1014"
"108","2116","POL S","5901","079","Pol Internship-SL","75","1","74",5901,79,"1014"
"110","2467","POL S","5910","079","Public Admin Intern","2","0","2",5910,79,"1014"
"112","****","POL S","5965","001","This class has been cancelled","0","0","0",5965,1,"1014"
"114","6604","POL S","5967","001","Social Movements","30","9","21",5967,1,"1014"
"2","1499","POL S","1020","001","Political Ideologies","110","100","10",1020,1,"1018"
"4","9151","POL S","1020","070","Political Ideologies","25","17","8",1020,70,"1018"
"6","1481","POL S","1100","001","US National Govt","110","100","10",1100,1,"1018"
"8","1523","POL S","1100","002","US National Govt","113","98","15",1100,2,"1018"
"10","1484","POL S","1100","003","US National Govt","110","103","7",1100,3,"1018"
"12","1486","POL S","1100","004","US National Govt","110","102","8",1100,4,"1018"
"14","10072","POL S","1100","005","US National Govt","40","47","-7",1100,5,"1018"
"16","9152","POL S","1100","020","US National Govt","25","9","16",1100,20,"1018"
"18","9153","POL S","1100","070","US National Govt","25","17","8",1100,70,"1018"
"20","9055","POL S","1100","090","US National Govt","20","16","4",1100,90,"1018"
"22","4009","POL S","1100","095","US National Govt","25","6","19",1100,95,"1018"
"24","4010","POL S","1100","096","US National Govt","25","6","19",1100,96,"1018"
"26","4011","POL S","1100","097","US National Govt","110","24","86",1100,97,"1018"
"28","4012","POL S","1100","098","US National Govt","25","12","13",1100,98,"1018"
"30","4013","POL S","1100","099","US National Govt","15","5","10",1100,99,"1018"
"32","3123","POL S","2100","001","Intro Intntl Relation","150","105","45",2100,1,"1018"
"34","9915","POL S","2100","070","Intro Intntl Relation","25","16","9",2100,70,"1018"
"36","3124","POL S","2200","001","Intr Comparatv Politics","85","64","21",2200,1,"1018"
