"1","PSYCH","1010","001","Lecture","40","General Psychology","MTWHF","0940 AM1030 AM","S BEH AUD ","BF SL","DODD D H","1004"
"2","PSYCH","1010","002","Lecture","40","General Psychology","MTWHF","1045 AM1135 AM","S BEH AUD ","BF SL","DODD D H","1004"
"3","PSYCH","1010","003","Lecture","40","General Psychology","MTWHF","1150 AM1240 PM","SW 134","BF SL","DODD D H","1004"
"4","PSYCH","1010","020","Lecture","40","General Psychology","S","0830 AM1200 PM","BOUNTIFUL ","BF DCE","NEALEY J B","1004"
"5","PSYCH","1010","090","Lecture","40","General Psychology","TBA","TBA","TBA","BF DCE ONLN","SMITH J L","1004"
"6","PSYCH","1220","001","Lecture","30","Psych InfancyChildhood","TH","0200 PM0320 PM","S BEH AUD ","BF","PARKERCOHEN N Y","1004"
"7","PSYCH","1220","095","Lecture","30","Psych InfancyChildhood","F","0600 PM0700 PM","BOUNTIFUL ","BF DCE TEL","LANGLEY M","1004"
"8","PSYCH","1220","096","Lecture","30","Psych InfancyChildhood","F","0600 PM0700 PM","TBA","BF DCE TEL","LANGLEY M","1004"
"9","PSYCH","1220","097","Lecture","30","Psych InfancyChildhood","F","0600 PM0700 PM","CAMPUS ","BF DCE TEL","LANGLEY M","1004"
"10","PSYCH","1220","098","Lecture","30","Psych InfancyChildhood","F","0600 PM0700 PM","SANDY ","BF DCE TEL","LANGLEY M","1004"
"11","PSYCH","1220","099","Lecture","30","Psych InfancyChildhood","F","0600 PM0700 PM","PARK CITY ","BF DCE TEL","LANGLEY M","1004"
"12","PSYCH","3000","001","Lecture","40","Statistical Methods Psy","MWF","1045 AM1135 AM","BEH S 110","QBQI","MALLOY T E","1004"
"13","PSYCH","3000","002","Laboratory","","Statistical Methods Psy","T","0835 AM1030 AM","BEH S 105","QBQI","MALLOY T E","1004"
"14","PSYCH","3000","003","Laboratory","","Statistical Methods Psy","T","0730 AM0930 AM","BEH S 116","QBQI","MALLOY T E","1004"
"15","PSYCH","3000","004","Laboratory","","Statistical Methods Psy","W","0835 AM1030 AM","SW 133","QBQI","MALLOY T E","1004"
"16","PSYCH","3000","006","Laboratory","","Statistical Methods Psy","H","0835 AM1035 AM","BEH S 105","QBQI","MALLOY T E","1004"
"17","PSYCH","3000","007","Laboratory","","Statistical Methods Psy","F","0835 AM1030 AM","BEH S 105","QBQI","MALLOY T E","1004"
"18","PSYCH","3000","020","Lecture","40","Statistical Methods Psy","TH","0630 PM0830 PM","BOUNTIFUL ","DCE QBQI","EDDINGS S K","1004"
"19","PSYCH","3010","001","Lecture","40","Research Methods Psych","TH","0910 AM1030 AM","BEH S 112","QICW","WHITE P H","1004"
"20","PSYCH","3010","002","Laboratory","","Research Methods Psych","M","0730 AM0920 AM","SW 135","QICW","WHITE P H","1004"
"21","PSYCH","3010","003","Laboratory","","Research Methods Psych","T","1045 AM1235 PM","BEH S 116","QICW","WHITE P H","1004"
"22","PSYCH","3010","004","Laboratory","","Research Methods Psych","W","0835 AM1025 AM","BEH S 104","QICW","WHITE P H","1004"
"23","PSYCH","3010","005","Laboratory","","Research Methods Psych","W","0730 AM0920 AM","BEH S 111","QICW","WHITE P H","1004"
"24","PSYCH","3010","006","Laboratory","","Research Methods Psych","F","0730 AM0920 AM","BEH S 104","QICW","WHITE P H","1004"
"25","PSYCH","3010","007","Laboratory","","Research Methods Psych","H","1045 AM1235 PM","BEH S 104","QICW","WHITE P H","1004"
"26","PSYCH","3010","008","Lecture","40","Research Methods Psych","MW","0600 PM0800 PM","BEH S 102","DCE QICW","BEDICS J D","1004"
"27","PSYCH","3040","001","Lecture","30","Psych Of Gender","T","0600 PM0900 PM","BEH S 101","DCE DV","HAMANN H A","1004"
"28","PSYCH","3120","002","Lecture","30","Cognitive Psychology","TH","1045 AM1205 PM","BEH S 110","","STRAYER D L","1004"
"29","PSYCH","3220","001","Lecture","30","Chldhd/Adlscnt Develop","MWF","0940 AM1030 AM","FAMB 202","","BERG C","1004"
"30","PSYCH","3220","020","Lecture","30","Chldhd/Adlscnt Develop","M","0600 PM0900 PM","BOUNTIFUL ","DCE","SHAW L A","1004"
"31","PSYCH","3230","001","Lecture","30","Adult Devel And Aging","MWF","0835 AM0925 AM","BEH S 112","","PASUPATHI M","1004"
"32","PSYCH","3250","020","Lecture","30","Abnormal Child Psych","T","0600 PM0900 PM","BOUNTIFUL ","DCE","CUSHING G","1004"
"33","PSYCH","3320","001","Lecture","30","Surv Of Clinical Psych","TH","0910 AM1030 AM","BEH S 115","","WIEBE D J","1004"
"34","PSYCH","3320","002","Lecture","30","Surv Of Clinical Psych","MW","0835 AM0955 AM","BEH S 114","","HENRY III W P","1004"
"35","PSYCH","3400","001","Lecture","30","Abnormal Behavior","MWF","1045 AM1135 AM","SW 134","","ALEXANDER J F","1004"
"36","PSYCH","3400","002","Lecture","30","Abnormal Behavior","T","0600 PM0900 PM","BEH S 115","","GUYTON M R","1004"
"37","PSYCH","3400","090","Lecture","30","Abnormal Behavior","TBA","TBA","TBA","DCE ONLN","SCHENKENBERG T O","1004"
"38","PSYCH","3400","095","Lecture","30","Abnormal Behavior","H","0700 PM0800 PM","BOUNTIFUL ","DCE TEL","RILLING L M","1004"
"39","PSYCH","3400","096","Lecture","30","Abnormal Behavior","H","0700 PM0800 PM","TBA","DCE TEL","RILLING L M","1004"
"40","PSYCH","3400","097","Lecture","30","Abnormal Behavior","H","0700 PM0800 PM","CAMPUS ","DCE TEL","RILLING L M","1004"
"41","PSYCH","3400","098","Lecture","30","Abnormal Behavior","H","0700 PM0800 PM","SANDY ","DCE TEL","RILLING L M","1004"
"42","PSYCH","3400","099","Lecture","30","Abnormal Behavior","H","0700 PM0800 PM","PARK CITY ","DCE TEL","RILLING L M","1004"
"43","PSYCH","3410","001","Lecture","30","Intro Social Psychology","TH","0835 AM0955 AM","BEH S 110","","SANBONMATSU D M","1004"
"44","PSYCH","3410","002","Lecture","30","Intro Social Psychology","W","0600 PM0900 PM","BEH S 115","DCE","TRAGAKIS M W","1004"
"45","PSYCH","3420","001","Lecture","30","Environment and Behavior","M","0410 PM0630 PM","AEB 320","","MANZO L","1004"
"46","PSYCH","3440","001","Lecture","30","Personality Theory","TH","0910 AM1030 AM","SW 134","","SANSONE C","1004"
"47","PSYCH","3460","060","Lecture","30","Intr Health Psychology","T","0600 PM0900 PM","TBA","DCE","HOLTLUNSTAD J","1004"
"48","PSYCH","3650","001","Lecture","3040","Community Psych/Environ","TH","0910 AM1030 AM","SW 137","BI SL","PERKINS D D","1004"
"49","PSYCH","3711","001","Lecture","40","Brain And Behavior","MW","1150 AM0145 PM","BEH S 110","","WALLENSTEIN E V","1004"
"50","PSYCH","3711","020","Lecture","40","Brain And Behavior","MW","0600 PM0800 PM","BOUNTIFUL ","DCE","GILBERT P E","1004"
"51","PSYCH","3900","001","Laboratory","10","Modes Research","TBA","TBA","TBA","","ALEXANDER J F","1004"
"52","PSYCH","3900","002","Laboratory","10","Modes Research","TBA","TBA","TBA","","PASUPATHI M","1004"
"53","PSYCH","3901","001","Laboratory","10","Modes Technology","TBA","TBA","TBA","","STRAYER D L","1004"
"54","PSYCH","3903","001","Laboratory","10","Modes Collab Learning","TBA","TBA","TBA","","SANSONE C","1004"
"55","PSYCH","3903","002","Laboratory","10","Modes Collab Learning","F","0940 AM1030 AM","OSH 135","","LUCAS S C","1004"
