"1","ECON","1010","001","Lecture","30","Econ As Social Sci","MW","0835 AM0955 AM","MBH 114","BF SL","JAMESON K P","1004"
"2","ECON","1010","002","Lecture","30","Econ As Social Sci","H","0700 PM0930 PM","FAMB 102","BF DCE","STIEHL C L","1004"
"3","ECON","1010","070","Lecture","30","Econ As Social Sci","F","0830 AM1130 AM","SANDY ","BF DCE","NAVA J J","1004"
"4","ECON","1060","020","Lecture","30","Pol Econ/Race Ethn Gndr","MW","1015 AM1145 AM","BOUNTIFUL ","DCE DV","YEAGLE A L","1004"
"5","ECON","1740","001","Lecture","30","US Economic History","TH","1045 AM1205 PM","PAB 103","AI","NELSON L L","1004"
"6","ECON","1740","002","Lecture","30","US Economic History","T","0700 PM0930 PM","FAMB 102","AI","ZINK J J","1004"
"7","ECON","1740","070","Lecture","30","US Economic History","M","0730 PM1000 PM","SANDY ","AI DCE","RODGERS J F","1004"
"8","ECON","2010","001","Lecture","30","Princ Of Microeconomics","MTWH","0940 AM1030 AM","FAMB MHGH","","WAITZMAN N J","1004"
"9","ECON","2010","002","Discussion","","Princ Of Microeconomics","F","0730 AM0820 AM","BU C 302","","ADAMS D J","1004"
"10","ECON","2010","003","Discussion","","Princ Of Microeconomics","F","0835 AM0925 AM","BU C 302","","THOMPSONDAWSON W R","1004"
"11","ECON","2010","004","Discussion","","Princ Of Microeconomics","F","0940 AM1030 AM","BU C 108","","ADAMS D J","1004"
"12","ECON","2010","005","Discussion","","Princ Of Microeconomics","F","1045 AM1135 AM","BU C 208","","THOMPSONDAWSON W R","1004"
"13","ECON","2010","006","Discussion","","Princ Of Microeconomics","F","1150 AM1240 PM","BU C 106","","ADAMS D J","1004"
"14","ECON","2010","007","Discussion","","Princ Of Microeconomics","F","1255 PM0145 PM","BU C 106","","THOMPSONDAWSON W R","1004"
"15","ECON","2010","008","Discussion","","Princ Of Microeconomics","F","0835 AM0925 AM","BU C 106","","ADAMS D J","1004"
"16","ECON","2010","009","Discussion","","Princ Of Microeconomics","F","0940 AM1030 AM","BU C 211","","THOMPSONDAWSON W R","1004"
