"1","SOC","1010","001","Lecture","30","Intro To Sociology","MWF","0835 AM0925 AM","S BEH AUD ","BF","LUND D A","1004"
"2","SOC","1010","002","Lecture","30","Intro To Sociology","MWF","1255 PM0145 PM","SW 134","BF","HAMILTON B E","1004"
"3","SOC","1010","003","Lecture","30","Intro To Sociology","MWF","0730 AM0820 AM","BEH S 102","BF","RIGBY B D","1004"
"4","SOC","1010","010","Lecture","30","Intro To Sociology","H","0630 PM0930 PM","BEH S 110","BF DCE","TELFORD T A","1004"
"5","SOC","1020","001","Lecture","30","Social Problems","MWF","1045 AM1135 AM","BEH S 116","BF","HAMILTON B E","1004"
"6","SOC","1020","002","Lecture","30","Social Problems","TH","0730 AM0850 AM","BEH S 101","BF","WILLIGAN J D","1004"
"7","SOC","1020","003","Lecture","30","Social Problems","TH","1045 AM1205 PM","BEH S 115","BF","WILLIGAN J D","1004"
"8","SOC","3020","001","Lecture","30","Social Psychology","MWF","0835 AM0925 AM","BEH S 102","","GILLESPIE D L","1004"
"9","SOC","3020","002","Lecture","30","Social Psychology","MWF","1045 AM1135 AM","BEH S 115","","GILLESPIE D L","1004"
"10","SOC","3020","003","Lecture","30","Social Psychology","TH","0200 PM0320 PM","BEH S 102","","WILLIGAN J D","1004"
"11","SOC","3030","001","Lecture","30","Social Structure","MWF","0940 AM1030 AM","BEH S 101","","GOODMAN M N","1004"
"12","SOC","3030","002","Lecture","30","Social Structure","TH","0910 AM1030 AM","BEH S 114","","GUBIN O I","1004"
"13","SOC","3030","010","Lecture","30","Social Structure","M","0630 PM0930 PM","BEH S 115","DCE","TELFORD T A","1004"
"14","SOC","3111","001","Lecture","30","Research Methods","MWF","0835 AM0925 AM","BEH S 116","","HAMILTON B E","1004"
"15","SOC","3111","002","Lecture","30","Research Methods","MWF","1045 AM1135 AM","BEH S 102","","MILLER G A","1004"
"16","SOC","3112","001","Lecture","40","Social Statistics","MWF","0940 AM1030 AM","BEH S 109","QBQI","KENTOR J DJORGENSON A K","1004"
"17","SOC","3112","002","Lecture","40","Social Statistics","TH","0910 AM1030 AM","BEH S 102","QBQI","KUO W HJORGENSON A K","1004"
"18","SOC","3112","003","Lecture","40","Social Statistics","TH","1225 PM0145 PM","BEH S 114","QBQI","DAVIS B LJORGENSON A K","1004"
"19","SOC","3112","010","Lecture","40","Social Statistics","T","0630 PM1000 PM","BEH S 114","DCE QBQI","CELINSKA K","1004"
"20","SOC","3112","070","Lecture","40","Social Statistics","H","0630 PM1000 PM","SANDY ","DCE QBQI","ALLEN T D","1004"
"21","SOC","3140","001","Lecture","30","Social Theory","TH","1045 AM1205 PM","BEH S 114","","BURNS T J","1004"
"22","SOC","3140","002","Lecture","30","Social Theory","TH","0200 PM0320 PM","BEH S 101","","BURNS T J","1004"
"23","SOC","3140","020","Lecture","30","Social Theory","M","0630 PM0930 PM","BOUNTIFUL ","DCE","KEARIN T","1004"
"24","SOC","3334","001","Lecture","30","American Class System","MWF","0835 AM0925 AM","BU C 212","","SHARDA B D","1004"
"25","SOC","3337","001","Lecture","30","Sociology Of Gender","MWF","1150 AM1240 PM","BEH S 112","DVBI","GOODMAN M N","1004"
"26","SOC","3337","020","Lecture","30","Sociology Of Gender","W","0630 PM0930 PM","BOUNTIFUL ","DCE DVBI","GOODMAN M N","1004"
"27","SOC","3341","001","Lecture","30","Social Inequality","MWF","1045 AM1135 AM","BEH S 101","","SHARDA B D","1004"
"28","SOC","3380","001","Lecture","30","Race/Ethncty/Cls/Gender","MWF","0940 AM1030 AM","BEH S 112","DV","MARTINEZ T A","1004"
"29","SOC","3382","001","Lecture","30","Gend SystIntntl Prsp","MWF","1255 PM0145 PM","BEH S 114","BI","GILLESPIE D L","1004"
"30","SOC","3422","001","Lecture","30","Collective Beh/Soc Mvmt","TH","1225 PM0145 PM","BEH S 101","","GUBIN O I","1004"
"31","SOC","3431","020","Lecture","30","Social Change","T","0630 PM0930 PM","BOUNTIFUL ","DCE","KOSTUCHENKO O A","1004"
"32","SOC","3433","001","Lecture","30","Formal Organizations","MWF","1255 PM0145 PM","BEH S 101","","MILLER G A","1004"
"33","SOC","3438","001","Lecture","30","Soc of Marriage  Fam","MWF","0200 PM0250 PM","AEB 320","","KOWALESKIJONES L","1004"
"34","SOC","3438","070","Lecture","30","Soc of Marriage  Fam","M","0630 PM0930 PM","SANDY ","DCE","KOSTUCHENKO O A","1004"
"35","SOC","3471","020","Lecture","30","Soc Of Health","H","0630 PM0930 PM","BOUNTIFUL ","DCE","KEARIN T","1004"
"36","SOC","3471","050","Lecture","30","Soc Of Health","S","0900 AM1200 PM","PARK CITY ","DCE","SHELBY J","1004"
"37","SOC","3472","001","Lecture","30","Soc of Mental Health","TH","1045 AM1205 PM","BEH S 101","","COLLETTE J P","1004"
"38","SOC","3473","001","Lecture","30","Social Epidemiology","TH","0730 AM0850 AM","BEH S 115","QBQI","COLLETTE J P","1004"
"39","SOC","3473","002","Lecture","30","Social Epidemiology","TH","1225 PM0145 PM","BEH S 110","QBQI","COLLETTE J P","1004"
"40","SOC","3474","001","Lecture","30","Mental Hlth AsianAm","TH","1225 PM0145 PM","BEH S 106","","KUO W H","1004"
"41","SOC","3560","001","Lecture","30","Deviant Beh/Soc Control","H","0630 PM0930 PM","BEH S 114","DCE","TYLER D","1004"
"42","SOC","3561","001","Lecture","30","Criminology","TH","0730 AM0850 AM","BEH S 114","","BENCH L L","1004"
"43","SOC","3561","010","Lecture","30","Criminology","H","0630 PM0930 PM","BEH S 101","DCE","HOSSAIN I","1004"
"44","SOC","3562","001","Lecture","30","Juvenile Delinquency","MWF","1255 PM0145 PM","BEH S 112","","MARTINEZ T A","1004"
"45","SOC","3563","010","Lecture","30","Law Enf/Admin of Just","H","0630 PM0930 PM","BEH S 116","DCE","HINES M E","1004"
"46","SOC","3563","070","Lecture","30","Law Enf/Admin of Just","T","0630 PM0930 PM","SANDY ","DCE","HOSSAIN I","1004"
"47","SOC","3564","010","Lecture","30","Courts And Corrections","W","0630 PM0930 PM","BEH S 101","DCE","TYLER D","1004"
"48","SOC","3593","001","Independent Study","1030","Criminology Internship","TBA","TBA","TBA","","BENCH L L","1004"
"49","SOC","3950","001","Independent Study","1030","Individual Research","TBA","TBA","TBA","","RHODEWALT F","1004"
"50","SOC","3950","002","Independent Study","1030","Individual Research","TBA","TBA","TBA","","MARTINEZ T A","1004"
"51","SOC","3950","005","Independent Study","1030","Individual Research","TBA","TBA","TBA","","GUBIN O I","1004"
"52","SOC","3951","001","Independent Study","1030","Directed Reading","TBA","TBA","TBA","","RHODEWALT F","1004"
"53","SOC","3952","001","Independent Study","1030","Individual Internships","TBA","TBA","TBA","","RHODEWALT F","1004"
"54","SOC","3952","004","Independent Study","1030","Individual Internships","TBA","TBA","TBA","","GOODMAN M N","1004"
"55","SOC","3952","005","Independent Study","1030","Individual Internships","TBA","TBA","TBA","","GILLESPIE D L","1004"
